,id,genero,carro,bens_propriedade,filhos,renda_anual,tipo_renda,escolaridade,estado_civil,estilo_vida,contar_aniverisario,desempregado,celular,telefone_comercial,telefone,email_id,tipo_ocupação,tamanho_familia,status
97,5092479,M,N,N,1,85500.0,Servidor do Estado,Ensino medio,Casado,Apartamento municipal,-15014.0,-6866,1,0,0,0,Core staff,3,0
98,5096527,F,N,N,0,135000.0,CLT/PJ,Ensino medio,Viuvo,Apartamento cooperativo,-20012.0,-584,1,0,0,0,Core staff,1,0
99,5096528,F,N,N,0,135000.0,CLT/PJ,Ensino medio,Viuvo,Apartamento cooperativo,-20012.0,-584,1,0,0,0,Core staff,1,0
100,5096743,F,N,Y,0,180000.0,CLT/PJ,Ensino fundamental,Viuvo,Casa/Apartamento,-16803.0,-2227,1,1,1,0,Limpeza,1,0
101,5097065,F,N,Y,0,121500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-18971.0,-8161,1,0,0,0,Gerente,2,0
102,5100430,M,Y,N,0,180000.0,CLT/PJ,Ensino medio,Solteiro,Casa/Apartamento,-16310.0,-613,1,0,0,0,Funcionario,1,0
103,5105045,M,N,Y,0,225000.0,Pensionista,Ensino medio,Viuvo,Casa/Apartamento,-22939.0,365243,1,0,0,0,Prefiro não informar,1,0
104,5105056,M,Y,N,0,222626.83,Associado Comercial,Ensino superior,Solteiro,Apartamento municipal,-11528.0,-606,1,0,1,1,Tech,1,0
105,5106077,F,N,Y,0,135000.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-19764.0,-6944,1,0,0,0,Medicina,2,0
106,5113621,M,N,N,0,225000.0,CLT/PJ,Ensino medio,Viuvo,Apartamento municipal,-19406.0,-346,1,0,0,0,Segurança,1,0
107,5113933,F,N,N,0,67500.0,Pensionista,Ensino medio,Viuvo,Casa/Apartamento,-23271.0,365243,1,0,1,0,Prefiro não informar,1,0
108,5113944,F,Y,N,0,135000.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-23324.0,365243,1,0,1,0,Prefiro não informar,2,0
109,5114249,M,N,N,1,130500.0,CLT/PJ,Superior incompleto,Casado,Apartamento alugado,-11331.0,-1808,1,1,1,0,Prefiro não informar,3,0
110,5114253,M,N,N,1,130500.0,CLT/PJ,Superior incompleto,Casado,Apartamento alugado,-11331.0,-1808,1,1,1,0,Prefiro não informar,3,0
111,5115604,F,N,Y,0,202500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-14523.0,-3420,1,0,0,0,Core staff,2,0
112,5115606,F,N,Y,0,202500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-14523.0,-3420,1,0,0,0,Core staff,2,0
113,5115608,F,N,Y,0,202500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-14523.0,-3420,1,0,0,0,Core staff,2,0
114,5115610,F,N,Y,0,202500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-14523.0,-3420,1,0,0,0,Core staff,2,0
115,5115611,F,N,Y,0,202500.0,CLT/PJ,Ensino medio,Solteiro,Casa/Apartamento,-14523.0,-3420,1,0,0,0,Core staff,2,0
116,5116035,M,Y,Y,0,126000.0,CLT/PJ,Ensino superior,Solteiro,Casa/Apartamento,-14522.0,-863,1,1,0,0,Gerente,1,0
117,5116036,M,Y,Y,0,126000.0,CLT/PJ,Ensino superior,Solteiro,Casa/Apartamento,-14522.0,-863,1,1,0,0,Gerente,1,0
118,5116258,F,N,Y,4,180000.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-17468.0,-7413,1,0,0,0,Core staff,6,0
119,5116301,F,N,Y,0,180000.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-22655.0,365243,1,0,0,0,Prefiro não informar,2,0
120,5116302,F,N,Y,0,180000.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-22655.0,365243,1,0,0,0,Prefiro não informar,2,0
121,5116304,F,N,Y,0,180000.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-22655.0,365243,1,0,0,0,Prefiro não informar,2,0
122,5116305,F,N,Y,0,172243.04,Pensionista,Ensino medio,Casado,Casa/Apartamento,-22655.0,365243,1,0,0,0,Prefiro não informar,2,0
123,5116906,M,Y,Y,0,211500.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-15047.0,-7553,1,0,0,0,Core staff,2,0
124,5117313,F,N,Y,1,157500.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-13022.0,-3931,1,1,1,0,Funcionario,3,0
125,5117413,F,N,N,0,81000.0,Pensionista,Ensino medio,Divorciado,Casa/Apartamento,-22279.0,365243,1,0,1,0,Prefiro não informar,1,0
126,5118046,F,N,N,0,81000.0,Pensionista,Ensino medio,Viuvo,Casa/Apartamento,-23902.0,365243,1,0,1,0,Prefiro não informar,1,0
127,5118275,F,N,N,0,112500.0,Pensionista,Ensino medio,Casado,Apartamento municipal,-21363.0,365243,1,0,0,0,Prefiro não informar,2,0
128,5118278,F,N,N,0,112500.0,Pensionista,Ensino medio,Casado,Apartamento municipal,-21363.0,365243,1,0,0,0,Prefiro não informar,2,0
129,5118279,F,N,N,0,112500.0,Pensionista,Ensino medio,Casado,Apartamento municipal,-21363.0,365243,1,0,0,0,Prefiro não informar,2,0
130,5118280,F,N,N,0,112500.0,Pensionista,Ensino medio,Solteiro,Apartamento municipal,-21363.0,365243,1,0,0,0,Prefiro não informar,2,0
131,5118283,M,N,N,0,112500.0,Pensionista,Ensino medio,Casado,Apartamento municipal,-21363.0,365243,1,0,0,0,Prefiro não informar,2,0
132,5118541,F,N,Y,0,72000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-18132.0,-1039,1,0,1,0,Funcionario,2,0
133,5125289,F,N,N,1,202500.0,CLT/PJ,Ensino medio,Divorciado,Casa/Apartamento,-13939.0,-134,1,0,0,0,Funcionario,2,0
134,5125299,F,N,Y,0,148500.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-20846.0,365243,1,0,0,0,Prefiro não informar,2,0
135,5125708,F,Y,Y,0,135000.0,CLT/PJ,Ensino fundamental,Casado,Casa/Apartamento,-16413.0,-622,1,0,1,0,Tech,2,0
136,5125716,F,Y,Y,0,135000.0,CLT/PJ,Ensino fundamental,Casado,Casa/Apartamento,-16413.0,-622,1,0,1,0,Tech,2,0
137,5125761,M,N,Y,0,270000.0,Associado Comercial,Ensino medio,Solteiro,Apartamento municipal,-18020.0,-1595,1,0,0,0,Cozinha,1,0
138,5125763,M,Y,N,1,135000.0,Associado Comercial,Ensino medio,Solteiro,Casa/Apartamento,-13030.0,-1626,1,0,1,0,Funcionario,3,0
139,5125934,F,N,Y,2,135000.0,Associado Comercial,Ensino fundamental,Uniao Estavel,Com os pais,-9862.0,-1868,1,1,0,0,Vendas,4,0
140,5135344,M,N,Y,0,112500.0,Associado Comercial,Ensino superior,Casado,Casa/Apartamento,-20103.0,-555,1,0,0,0,Segurança,2,0
141,5135345,M,N,Y,0,112500.0,Associado Comercial,Ensino superior,Casado,Casa/Apartamento,-20103.0,-555,1,0,0,0,Segurança,2,0
142,5135346,M,N,Y,0,112500.0,Associado Comercial,Ensino superior,Casado,Casa/Apartamento,-20103.0,-555,1,0,0,0,Segurança,2,0
143,5135485,F,N,Y,0,135000.0,Servidor do Estado,Ensino superior,Solteiro,Apartamento municipal,-10660.0,-1935,1,0,0,0,Core staff,1,0
144,5135487,F,N,Y,0,135000.0,Servidor do Estado,Ensino superior,Solteiro,Apartamento municipal,-10660.0,-1935,1,0,0,0,Core staff,1,0
145,5135636,M,Y,Y,0,195750.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-18836.0,-931,1,1,1,0,Funcionario,2,0
146,5135990,F,N,Y,1,585000.0,Associado Comercial,Ensino superior,Solteiro,Casa/Apartamento,-10430.0,-900,1,0,0,0,Gerente,2,0
147,5135991,F,N,Y,1,585000.0,Associado Comercial,Ensino superior,Solteiro,Casa/Apartamento,-10430.0,-900,1,0,0,0,Gerente,2,0
148,5142183,M,Y,Y,2,222626.83,Associado Comercial,Ensino superior,Casado,Casa/Apartamento,-17841.0,-4305,1,1,1,0,Gerente,4,0
149,5142184,M,Y,Y,2,450000.0,Associado Comercial,Ensino superior,Casado,Casa/Apartamento,-17841.0,-4305,1,1,1,0,Gerente,4,0
150,5142185,M,Y,Y,2,450000.0,Associado Comercial,Ensino superior,Casado,Casa/Apartamento,-17841.0,-4305,1,1,1,0,Gerente,4,0
151,5142361,M,Y,Y,1,112500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-16204.0,-925,1,1,1,0,Motorista,3,0
152,5142362,M,Y,Y,1,112500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-16204.0,-925,1,1,1,0,Motorista,3,0
153,5142456,F,N,N,0,67500.0,Associado Comercial,Ensino superior,Divorciado,Casa/Apartamento,-18952.0,-499,1,0,1,0,Core staff,1,0
154,5142458,F,N,Y,0,67500.0,Associado Comercial,Ensino superior,Divorciado,Casa/Apartamento,-18952.0,-499,1,0,1,0,Core staff,1,0
155,5142459,F,N,Y,0,67500.0,Associado Comercial,Ensino superior,Divorciado,Casa/Apartamento,-18952.0,-499,1,0,1,0,Core staff,1,0
156,5143342,M,N,N,1,216000.0,CLT/PJ,Ensino medio,Casado,Apartamento municipal,-12946.0,-2418,1,0,0,1,Funcionario,3,0
157,5145690,F,N,Y,0,306000.0,Pensionista,Ensino superior,Casado,Casa/Apartamento,-21590.0,365243,1,0,0,0,Prefiro não informar,2,0
158,5145817,F,N,Y,0,90000.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-22011.0,365243,1,0,0,0,Prefiro não informar,2,0
159,5146005,M,Y,Y,0,225000.0,CLT/PJ,Ensino medio,Solteiro,Casa/Apartamento,-10177.0,-189,1,0,0,1,Gerente,1,0
160,5146079,F,N,Y,1,108000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-12723.0,-1132,1,1,1,0,Vendas,3,0
161,5146167,F,N,Y,0,135000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-20296.0,-1770,1,0,0,0,Segurança,2,0
162,5146444,F,N,Y,0,135000.0,CLT/PJ,Ensino medio,Viuvo,Casa/Apartamento,-14394.0,-919,1,0,1,0,Gerente,1,0
163,5148932,M,Y,N,0,108000.0,CLT/PJ,Ensino medio,Casado,Apartamento escritório,-17209.0,-1081,1,0,0,0,Segurança,2,0
164,5148934,M,Y,N,0,108000.0,CLT/PJ,Ensino medio,Casado,Apartamento escritório,-17209.0,-1081,1,0,0,0,Segurança,2,0
165,5149188,M,Y,N,1,450000.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-9847.0,-502,1,0,1,1,Core staff,3,0
166,5149190,M,Y,N,1,450000.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-9847.0,-502,1,0,1,1,Core staff,3,0
167,5149828,M,Y,Y,0,315000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-17348.0,-2420,1,0,0,0,Gerente,2,0
168,5149834,F,N,Y,0,157500.0,Associado Comercial,Ensino superior,Casado,Casa/Apartamento,-12387.0,-1325,1,0,1,1,Medicina,2,0
169,5149838,F,N,Y,0,157500.0,Pensionista,Ensino superior,Casado,Casa/Apartamento,-12387.0,-1325,1,0,1,1,Medicina,2,0
170,5118538,F,N,Y,1,81000.0,CLT/PJ,Ensino medio,Casado,Apartamento municipal,-15749.0,-6367,1,1,1,0,Limpeza,3,0
171,5069057,M,Y,N,0,225000.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-17762.0,-2484,1,0,0,0,Funcionario,2,0
172,5066689,F,N,Y,0,180000.0,Associado Comercial,Ensino superior,Uniao Estavel,Casa/Apartamento,-12946.0,-341,1,0,1,1,Vendas,2,0
173,5086062,F,N,Y,0,135000.0,Servidor do Estado,Ensino medio,Casado,Casa/Apartamento,-20542.0,-9422,1,0,1,0,Core staff,2,0
174,5113717,F,N,N,1,135000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-16415.0,-3054,1,0,0,1,Serviço Privado,3,0
175,5066765,F,N,Y,1,63000.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-14550.0,-2987,1,0,0,0,Vendas,3,0
176,5105227,F,N,Y,0,135000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-17365.0,-2128,1,0,0,0,Funcionario,2,0
177,5054648,F,N,Y,0,112500.0,Pensionista,Ensino medio,Solteiro,Casa/Apartamento,-24238.0,365243,1,0,0,0,Prefiro não informar,1,0
